transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,income_expense
T01919,U091,,Expense,Utilities,1278.0,Cash,Delhi,Doctor visit,,,,,Expense
T01948,U059,,Expense,Trravel,281.0,Nan,Pune,Course fee via app,,,,,Expense
T14199,U026,,Expense,Rent,106.0,Car,PUNE,Gift ,,,,,Expense
T02165,U188,,Expense,Ent,170.0,Bank transfer,Hyderabad,734atRO9,,,,,Expense
T09958,U141,,Expense,Entertainment,172.0,Card,Chennai,Grocery shopping ,,,,,Expense
T05397,U020,,Expense,Travel,727.0,Card,Delhi,Dinner at resto,,,,,Expense
T11577,U066,,Expense,Food,315.0,UPI,Pune,Netflix subscription via app,,,,,Expense
T06939,U191,,Expense,Rent,3609.0,Card,Ahmedabad,Paid electricity bill,,,,,Expense
T05102,U153,,Expense,Rent,514.0,Card,Pune,Doctor visit,,,,,Expense
T12196,U175,,Expense,Food,1032.0,Cash,Hyderabad,Dinner at resto,,,,,Expense
T11486,U099,,Expense,Entertainment,98.0,UPI,Delhi,,,,,,Expense
T01941,U073,,Expense,Rent,478.0,Card,Hyderabad,,,,,,Expense
T13834,U028,,Expense,Utilities,82.0,UPI,Pune,Netflix subscription,,,,,Expense
T00158,U056,,Expense,Food,618.0,UPI,Kolkata,,,,,,Expense
T06242,U014,,Expense,Food,370.0,UPI,Kolkata,Monthly rent ,,,,,Expense
T00229,U043,,Expense,Education,1596.0,Cash,Delhi,Gift ,,,,,Expense
T08694,U058,,Income,Othr income,71149.0,Card,Kolkata,Dinner at resto,,,,,Income
T00962,U097,,Income,Other income,61788.0,Nan,Pune,Netflix subscription,,,,,Income
T01241,U151,,Expense,Utilities,407.0,Card,Bengaluru,Paid electricity bill cash,,,,,Expense
T09056,U068,,Expense,Food,1481.0,Bank transfer,Chennai,Doctor visit via app,,,,,Expense
T09780,U034,2022-08-25,Expense,Savings,230.0,Bank transfer,Pune,Course fee cash,2022.0,8.0,25.0,Thursday,Expense
T00980,U174,,Expense,Travel,1164.0,Cash,Jaipur,Course fee late,,,,,Expense
T09090,U183,,Expense,Rent,73.0,Bank transfer,Ahmedabad,Course fee,,,,,Expense
T03806,U169,,Expense,Travel,415.0,Cash,delhi,Course fee,,,,,Expense
T04711,U044,,Expense,Rent,280.0,Cash,Chennai,Course fee,,,,,Expense
T00842,U001,,Expense,Rent,190.0,Cash,Chennai,Netflix subscription,,,,,Expense
T04965,U051,,Expense,Food,508.0,Card,Bengaluru,OP6XJ51IoXPIk5Ra,,,,,Expense
T09992,U136,,Expense,Rent,12.0,Card,Mumbai,Doctor visit cash,,,,,Expense
T02191,U059,,Expense,Utilities,769.0,Cash,Chennai,hdo1VESFIQs60,,,,,Expense
T12413,U144,,Expense,Food,440.0,UPI,Mumbai,Doctor visit,,,,,Expense
T13452,U158,2020-04-13,Expense,Food,336.0,UPI,Kolkata,Netflix subscription,2020.0,4.0,13.0,Monday,Expense
T04102,U003,2019-12-24,Expense,Food,993.0,UPI,Bengaluru,Salary,2019.0,12.0,24.0,Tuesday,Expense
T05296,U190,,Expense,Utilities,248.0,Cash,Pune,Grocery shopping via app,,,,,Expense
T09171,U156,,Expense,Food,318.0,Bank transfer,Lucknow,Monthly rent,,,,,Expense
T03616,U086,,Income,Alary,40451.0,Cash,Mumbai,,,,,,Income
T00505,U083,,Expense,Rent,590.0,Crd,Chennai,eXVjWL6ZQf,,,,,Expense
T04888,U117,,Income,Salary,39864.0,Cash,Bengaluru,,,,,,Income
T07837,U001,2019-10-18,Expense,Travel,433.0,Card,Chennai,EfTihskJXQOUyebK5iO7,2019.0,10.0,18.0,Friday,Expense
T06791,U131,,Expense,Entertainment,943.0,Card,Mumbai,Paid electricity bill,,,,,Expense
T06800,U056,,Expense,Utilities,,UPI,Jaipur,Course fee cash,,,,,Expense
T05527,U083,,Expense,Rent,1850.0,Cash,Delhi,Grocery shopping,,,,,Expense
T14539,U127,,Expense,Rent,373.0,Cash,Mumbai,Grocery shopping via app,,,,,Expense
T14470,U164,,Expense,Food,871.0,Cash,Jaipur,Salary late,,,,,Expense
T02061,U189,2022-01-04,Expense,Rent,1645.0,UPI,Lucknow,Monthly rent via app,2022.0,1.0,4.0,Tuesday,Expense
T02966,U089,,Expense,Food,549.0,Card,Kolkata,Gift,,,,,Expense
T06459,U016,,Income,Bonus,55522.0,Cash,Delhi,Monthly rent,,,,,Income
T13227,U048,,Expense,Education,1352.0,Card,Bengaluru,Gift,,,,,Expense
T12493,U144,,Expense,Nan,3384.0,Card,Chennai,Course fee,,,,,Expense
T06561,U002,2021-12-27,Expense,Rent,100.0,UPI,Hyderabad,nyctSqOVtxHGz6ALO,2021.0,12.0,27.0,Monday,Expense
T04115,U009,,Expense,Utilities,131.0,Bank transffer,Bengaluru,Paid electricity bill,,,,,Expense
T05846,U141,,Expense,Travel,662.0,Bank transfer,chennai,Dinner at resto ,,,,,Expense
T11265,U075,,Expense,Entertainment,114.0,Bank transfer,Mumbai,Salary,,,,,Expense
T02382,U109,,Expense,Entertainment,575.0,Bank transfer,hyderabad,OrB5M25kC9Llu,,,,,Expense
T11086,U161,2020-05-15,Expense,Rent,341.0,Bank transfer,Delhi,Doctor visit,2020.0,5.0,15.0,Friday,Expense
T13066,U037,,Expense,Utilities,,Card,Ahmedabad,Doctor visit,,,,,Expense
T14095,U037,,Expense,Food,158.0,UPI,Chennai,Paid electricity bill,,,,,Expense
T06380,U089,,Income,Other income,41840.0,UPI,Mumbai,,,,,,Income
T12391,U133,,Expense,Food,174.0,UPI,Pune,Paid electricity bill,,,,,Expense
T07327,U122,,Income,Other income,48139.0,Cash,Delhi,Course fee,,,,,Income
T14457,U014,,Expense,Entertainment,651.0,Card,Lucknow,Netflix subscription,,,,,Expense
T08225,U171,,Expense,Rent,181.0,Bank transfer,Bengaluru,Paid electricity bill,,,,,Expense
T08882,U127,,Income,Bonus,69413.0,UPI,Lucknow,Gift,,,,,Income
T00370,U070,,Expense,Travel,1354.0,UPI,Ahmedabad,,,,,,Expense
T14268,U039,,Expense,Food,564.0,Bank transfer,Lucknow,Dinner at resto late,,,,,Expense
T06450,U041,,Expense,Fodo,660.0,Card,Kolkata,Course fee cash,,,,,Expense
T08271,U097,2022-06-30,Expense,Rent,626.0,Card,Delhi,Course fee,2022.0,6.0,30.0,Thursday,Expense
T06585,U068,,Expense,Food,2955.0,Cash,Hyderabad,Monthly rent,,,,,Expense
T10250,U026,,Expense,Food,909.0,UPI,Jaipur,Netflix subscription,,,,,Expense
T12508,U042,,Expense,Food,683.0,UPI,Ahmedabad,,,,,,Expense
T02833,U096,,Expense,Entertainment,57.0,Cash,Hyderabad,Monthly rent,,,,,Expense
T05455,U063,,Expense,Utilities,64.0,Card,bengaluru,xeKgzhx4p,,,,,Expense
T04328,U023,,Expense,Food,927.0,Cash,Hyderabad,Paid electricity bill,,,,,Expense
T02551,U058,,Income,Salary,63203.0,Card,Ahmedabad,Dinner at resto,,,,,Income
T09453,U128,,Expense,Food,1514.0,Card,Ahmedabad,Paid electricity bill ,,,,,Expense
T14805,U141,,Expense,Travel,73.0,Card,Delhi,,,,,,Expense
T09245,U131,,Expense,Food,490.0,UPI,Mumbai,Monthly rent late,,,,,Expense
T01306,U114,,Expense,Rent,1480.0,Crd,Pune,Dinner at resto,,,,,Expense
T10797,U168,,Income,Salary,71764.0,Bank transfer,Lucknow,,,,,,Income
T06287,U157,,Expense,Food,60.0,Card,Hyderabad,,,,,,Expense
T12957,U183,,Expense,Food,153.0,UPI,Bengaluru,Course fee cash,,,,,Expense
T14371,U166,,Expense,Ffood,23.0,Card,Hyderabad,Course fee,,,,,Expense
T11225,U008,,Expense,Utilities,558.0,Bank transfer,Kolkata,Paid electricity bill,,,,,Expense
T13598,U165,2022-06-07,Expense,Food,48.0,Bank transfer,Hyderabad,Monthly rent late,2022.0,6.0,7.0,Tuesday,Expense
T12613,U156,2022-12-10,Expense,Utilities,343.0,Cash,Bengaluru,Dinner at resto,2022.0,12.0,10.0,Saturday,Expense
T05817,U023,,Expense,Rent,1559.0,Card,Ahmedabad,Netflix subscription,,,,,Expense
T04455,U057,,Expense,Food,891.0,Nan,KOLKATA,Monthly rent,,,,,Expense
T11248,U148,,Expense,Education,166.0,UPI,Pune,Course fee,,,,,Expense
T07426,U097,,Expense,Travel,71.0,UPI,jaipur,Salary,,,,,Expense
T02420,U160,,Expense,Rent,453.0,Bank transfer,Mumbai,Uber to office,,,,,Expense
T01342,U081,,Expense,Food,945.0,Bank transfer,Lucknow,Dinner at resto,,,,,Expense
T11831,U033,,Income,Other income,67201.0,UPI,Chennai,Gift late,,,,,Income
T09161,U042,,Expense,Food,1823.0,UPI,Kolkata,Grocery shopping ,,,,,Expense
T08576,U070,,Expense,Others,60.0,UPI,Jaipur,Dinner at resto ,,,,,Expense
T11266,U084,,Expense,Food,383.0,UPI,Chennai,Dinner at resto,,,,,Expense
T14223,U037,,Expense,Food,254.0,Bank transfer,Lucknow,Doctor visit,,,,,Expense
T13993,U152,,Expense,Entertainment,333.0,Card,Bengaluru,bnw0xyKvb5TusPj,,,,,Expense
T12448,U189,,Expense,Rent,604.0,Bank transfer,Bengaluru,,,,,,Expense
T10526,U089,,Expense,Food,231.0,Cash,hyderabad,Uber to office ,,,,,Expense
T02594,U055,,Expense,Rent,2703.0,UPI,Lucknow,Paid electricity bill,,,,,Expense
T06445,U148,,Income,Other income,45012.0,Bank transfer,Lucknow,Grocery shopping,,,,,Income
T09067,U102,2021-08-30,Income,Other income,65374.0,UPI,Chennai,Paid electricity bill,2021.0,8.0,30.0,Monday,Income
T05909,U117,,Expense,Food,6410.0,Card,Kolkata,Grocery shopping,,,,,Expense
T09683,U052,,Expense,Fodo,628.0,Cash,Kolkata,Uber to office via app,,,,,Expense
T05852,U186,,Expense,Rent,367.0,Bank transfer,lucknow,Netflix subscription late,,,,,Expense
T14502,U132,,Expense,Food,502.0,Card,Mumbai,Paid electricity bill,,,,,Expense
T06765,U112,,Expense,Rent,63.0,UPI,Delhi,Paid electricity bill cash,,,,,Expense
T05991,U105,,Expense,Travel,10.0,Bank transfer,Lucknow,Course fee ,,,,,Expense
T05896,U166,,Expense,Health,101.0,UPI,Pune,Grocery shopping,,,,,Expense
T06060,U134,,Income,Slary,80954.0,Cash,Mumbai,Course fee via app,,,,,Income
T12779,U039,,Expense,Rent,194.0,Bank transfer,Lucknow,,,,,,Expense
T04330,U084,,Expense,Others,109.0,Bank transfer,Ahmedabad,Doctor visit,,,,,Expense
T08006,U089,,Expense,Rent,-770.0,Card,,Doctor visit,,,,,Expense
T05849,U084,,Expense,Health,156.0,Cash,Pune,Grocery shopping ,,,,,Expense
T02781,U181,,Expense,Rent,,UPI,Lucknow,Monthly rent,,,,,Expense
T08389,U108,,Expense,Utilities,1450.0,UPI,Bengaluru,Dinner at resto,,,,,Expense
T14813,U045,,Expense,Rent,179.0,UPI,Mumbai,Salary cash,,,,,Expense
T11412,U110,2019-05-06,Income,Other income,63511.0,Card,Pune,Gift cash,2019.0,5.0,6.0,Monday,Income
T13990,U064,,Expense,Travel,310.0,Card,Chennai,Doctor visit,,,,,Expense
T12720,U030,,Expense,Travel,104.0,UPI,Kolkata,,,,,,Expense
T11211,U154,,Expense,Travel,235.0,Bank transfer,Chennai,Uber to office,,,,,Expense
T00956,U072,,Expense,Food,167.0,Cash,Chennai,Grocery shopping,,,,,Expense
T04800,U121,,Expense,Entertainment,277.0,Card,Ahmedabad,Paid electricity bill,,,,,Expense
T12638,U115,,Expense,Health,295.0,UPI,Hyderabad,Uber to office,,,,,Expense
T07473,U001,,Expense,Travel,378.0,Bank transfer,Ahmedabad,Course fee cash,,,,,Expense
T06473,U046,,Expense,Food,284.0,Cash,Lucknow,Gift ,,,,,Expense
T12314,U070,,Expense,Rent,127.0,Bank transfer,Mumbai,,,,,,Expense
T12931,U082,,Expense,Utilities,484.0,UPI,Chennai,Monthly rent,,,,,Expense
T09837,U041,,Expense,Food,345.0,UPI,Hyderabad,Monthly rent,,,,,Expense
T08648,U040,,Expense,Entertainment,6825.0,UPI,Kolkata,Grocery shopping,,,,,Expense
T02943,U158,2022-02-26,Expense,Nan,1988.0,Cash,delhi,Paid electricity bill ,2022.0,2.0,26.0,Saturday,Expense
T00466,U124,,Expense,Food,163.0,Bank transfer,Mumbai,Doctor visit,,,,,Expense
T11513,U064,,Expense,Utilitiees,223.0,Card,,Dinner at resto,,,,,Expense
T11172,U043,,Expense,Food,493.0,UPI,ahmedabad,Monthly rent,,,,,Expense
T10833,U009,,Income,Salary,70219.0,Bank transfer,Jaipur,Grocery shopping,,,,,Income
T10746,U183,2020-06-01,Expense,Savings,671.0,Card,Kolkata,Grocery shopping,2020.0,6.0,1.0,Monday,Expense
T01068,U030,,Expense,Rent,166.0,Cash,Ahmedabad,Paid electricity bill late,,,,,Expense
T00908,U121,,Expense,Food,1079.0,Cash,Chennai,Uber to office ,,,,,Expense
T13707,U036,,Expense,Savings,,Cash,Hyderabad,,,,,,Expense
T07478,U085,2020-09-20,Expense,Food,43.0,Cash,Mumbai,,2020.0,9.0,20.0,Sunday,Expense
T01679,U124,,Expense,Reent,1618.0,Bank transfer,Kolkata,Dinner at resto,,,,,Expense
T08199,U052,2022-08-06,Expense,Savings,272.0,Card,Bengaluru,Monthly rent,2022.0,8.0,6.0,Saturday,Expense
T00761,U179,,Expense,Utilities,31.0,Cash,Ahmedabad,Salary ,,,,,Expense
T00979,U030,,Expense,Travel,909.0,Cash,Lucknow,Netflix subscription ,,,,,Expense
T03315,U070,,Expense,Food,3628.0,Bank transfer,Ahmedabad,Salary,,,,,Expense
T10914,U022,,Expense,Travel,778.0,UPI,Delhi,Salary,,,,,Expense
T03114,U027,2021-06-29,Expense,Utilities,530.0,Card,Bengaluru,Monthly rent,2021.0,6.0,29.0,Tuesday,Expense
T06704,U045,,Expense,Rennt,1648.0,Cash,Kolkata,Grocery shopping ,,,,,Expense
T10165,U168,,Expense,Food,178.0,Bank transfer,Lucknow,Course fee cash,,,,,Expense
T10394,U138,,Expense,Rent,381.0,UPI,,Salary,,,,,Expense
T09329,U080,,Expense,Travel,5191.0,Bank transfer,Chennai,Salary via app,,,,,Expense
T10313,U131,,Expense,Utilities,24.0,Cash,Pune,Uber to office cash,,,,,Expense
T00168,U184,2022-02-11,Income,Bonus,43658.0,Bank transfer,Mumbai,Dinner at resto,2022.0,2.0,11.0,Friday,Income
T03418,U054,,Expense,Rent,568.0,Bank transfer,Ahmedabad,Netflix subscription,,,,,Expense
T01083,U035,,Expense,Food,109.0,UPI,Kolkata,Paid electricity bill,,,,,Expense
T11267,U143,,Expense,Food,958.0,Bank transfer,Kolkata,Paid electricity bill via app,,,,,Expense
T11196,U161,,Expense,Rent,919.0,Bank transfer,Jaipur,Grocery shopping late,,,,,Expense
T04846,U076,2021-05-18,Expense,Utilities,1071.0,Card,Delhi,Netflix subscription,2021.0,5.0,18.0,Tuesday,Expense
T01539,U027,,Expense,Rent,372.0,Bank transfer,Ahmedabad,Course fee via app,,,,,Expense
T10020,U065,2022-11-19,Expense,Food,134.0,Cash,Bengaluru,Dinner at resto via app,2022.0,11.0,19.0,Saturday,Expense
T05645,U106,,Expense,Rent,652.0,Bank transfer,Kolkata,Netflix subscription,,,,,Expense
T00364,U075,,Income,Nan,47826.0,Card,Kolkata,Course fee,,,,,Income
T03713,U174,,Expense,Travel,908.0,UPI,Kolkata,Paid electricity bill late,,,,,Expense
T14733,U054,2019-06-23,Expense,Utilities,74.0,UPI,,Paid electricity bill cash,2019.0,6.0,23.0,Sunday,Expense
T06195,U127,,Expense,Food,270.0,Nan,Ahmedabad,Course fee,,,,,Expense
T05798,U091,,Expense,Savings,1190.0,UPI,Lucknow,Netflix subscription,,,,,Expense
T14345,U112,,Income,Other income,48098.0,UPI,Hyderabad,Ii02gMHx5PBvkNpVzKyn,,,,,Income
T10093,U185,,Expense,Savings,154.0,Card,Pune,T6qh1Xrs7uJ,,,,,Expense
T00372,U159,,Income,Other income,62778.0,Cash,Kolkata,Doctor visit cash,,,,,Income
T02644,U061,,Expense,Utilities,427.0,UPI,Chennai,,,,,,Expense
T07184,U125,,Expense,Food,2304.0,Nan,Mumbai,Uber to office cash,,,,,Expense
T09227,U093,,Expense,Rent,316.0,Cash,Mumbai,Gift,,,,,Expense
T04629,U039,,Expense,Entertainment,1659.0,UPI,Hyderabad,Netflix subscription,,,,,Expense
T06839,U165,,Expense,Food,150.0,Bank transfer,Chennai,Netflix subscription via app,,,,,Expense
T01793,U132,,Expense,Travel,1091.0,Bank transfer,Jaipur,Dinner at resto,,,,,Expense
T08524,U030,,Income,Salary,48064.0,Bank transfer,Bengaluru,Grocery shopping,,,,,Income
T12487,U096,,Expense,Rent,117.0,UPI,Jaipur,Salary late,,,,,Expense
T04303,U072,2022-08-30,Expense,Rent,256.0,Bank transfer,Mumbai,Grocery shopping,2022.0,8.0,30.0,Tuesday,Expense
T02256,U134,,Expense,Food,567.0,Bank transfer,Jaipur,Uber to office,,,,,Expense
T03290,U157,,Expense,Food,144.0,Card,Hyderabad,Gift,,,,,Expense
T07440,U090,,Expense,Food,539.0,Cash,Chennai,Doctor visit,,,,,Expense
T10761,U030,2020-12-15,Income,Bonus,74630.0,Cash,Bengaluru,Dinner at resto ,2020.0,12.0,15.0,Tuesday,Income
T10520,U130,,Expense,Food,633.0,UPI,Mumbai,Dinner at resto,,,,,Expense
T14566,U146,,Expense,Rent,533.0,Card,Hyderabad,Paid electricity bill cash,,,,,Expense
T02784,U042,,Expense,Food,3539.0,Bank transfer,chennai,Monthly rent,,,,,Expense
T14657,U001,2021-11-19,Expense,Food,1421.0,Bank transsfer,Pune,,2021.0,11.0,19.0,Friday,Expense
T09042,U043,,Expense,Health,2419.0,UPI,Ahmedabad,Grocery shopping,,,,,Expense
T12791,U106,,Expense,Utiliities,188.0,UPI,Ahmedabad,Monthly rent,,,,,Expense
T00526,U008,,Expense,Utilities,906.0,Bank transfer,Bengaluru,Netflix subscription cash,,,,,Expense
T07793,U025,,Expense,Food,603.0,Bank transfer,Pune,Dinner at resto,,,,,Expense
T02084,U108,,Expense,Entertainment,99.0,Bank transfer,Ahmedabad,Gift,,,,,Expense
T05408,U031,,Expense,Entertainment,778.0,Card,Kolkata,Gift via app,,,,,Expense
T01991,U130,,Expense,Travel,101.0,Nan,Chennai,Grocery shopping,,,,,Expense
T07633,U040,,Expense,Food,5190.0,Card,Kolkata,Uber to office cash,,,,,Expense
T08751,U007,2020-06-14,Expense,Travel,565.0,UPI,Delhi,Doctor visit,2020.0,6.0,14.0,Sunday,Expense
T11941,U178,,Expense,Rent,2367.0,Card,,Salary via app,,,,,Expense
T06643,U078,,Expense,Food,323.0,Cash,Delhi,Paid electricity bill late,,,,,Expense
T14644,U059,,Expense,Food,1091.0,Cash,Pune,Grocery shopping,,,,,Expense
T02279,U180,2021-11-20,Expense,Entertainment,1662.0,Cash,Hyderabad,Netflix subscription,2021.0,11.0,20.0,Saturday,Expense
T11143,U035,,Expense,Food,438.0,Card,Mumbai,Monthly rent,,,,,Expense
T08212,U113,,Expense,Savings,406.0,Card,Pune,HmaWAZlAN2J58qS,,,,,Expense
T00468,U171,,Expense,Rent,2587.0,Cash,kolkata,Gift late,,,,,Expense
T05004,U174,,Expense,Entertainment,254.0,Bank transfer,Hyderabad,nm6IRBlFs,,,,,Expense
T03746,U181,,Expense,Travel,150.0,Bank transfer,delhi,,,,,,Expense
T01719,U035,,Income,Bonus,60017.0,Bank transfer,Bengaluru,Uber to office,,,,,Income
T01037,U121,,Expense,Utilities,2030.0,UPI,Pune,uK0arxIqFq1C,,,,,Expense
T02379,U118,,Expense,Rent,279.0,Card,Pune,Salary,,,,,Expense
T03218,U134,,Expense,Others,71.0,Card,Delhi,Uber to office,,,,,Expense
T14332,U053,,Expense,Food,872.0,Cash,Chennai,Dinner at resto,,,,,Expense
T09865,U019,,Expense,Foo,509.0,Bank transfer,Chennai,Gift,,,,,Expense
T08927,U183,,Expense,Others,79.0,Bank transfer,Lucknow,M1TwxutQ4yzC,,,,,Expense
T00948,U106,,Expense,Food,576.0,Cash,Mumbai,Paid electricity bill via app,,,,,Expense
T14349,U163,,Expense,Entertainment,54.0,Cash,Chennai,Salary,,,,,Expense
T07942,U035,,Expense,Food,221.0,Bank transfer,Ahmedabad,Gift late,,,,,Expense
T11564,U024,,Expense,Education,216.0,Card,Hyderabad,Uber to office,,,,,Expense
T03448,U141,,Expense,Travel,447.0,UPI,Mumbai,Dinner at resto,,,,,Expense
T09896,U115,,Expense,Educatino,492.0,Cash,Mumbai,Dinner at resto,,,,,Expense
T05001,U105,2019-01-21,Expense,Nan,496.0,Cash,Ahmedabad,Grocery shopping,2019.0,1.0,21.0,Monday,Expense
T14678,U114,,Expense,Entertainment,233.0,Cash,Mumbai,Monthly rent via app,,,,,Expense
T14299,U136,,Expense,Travel,971.0,UPI,bengaluru,,,,,,Expense
T09404,U129,,Expense,Food,103.0,Bank transfer,Ahmedabad,4GIonoyPcO,,,,,Expense
T01524,U046,2020-09-01,Expense,Travel,134.0,Bank transfer,Delhi,Monthly rent,2020.0,9.0,1.0,Tuesday,Expense
T11209,U015,2020-02-23,Expense,Travel,729.0,Cash,Bengaluru,Netflix subscription late,2020.0,2.0,23.0,Sunday,Expense
T07533,U013,2022-12-22,Expense,Food,956.0,UPI,Ahmedabad,Gift,2022.0,12.0,22.0,Thursday,Expense
T05120,U172,,Expense,Education,168.0,Bank transfer,Hyderabad,Paid electricity bill via app,,,,,Expense
T03195,U168,,Expense,Food,78.0,Card,Delhi,Uber to office late,,,,,Expense
T09850,U191,2020-07-05,Income,Bonus,62669.0,Bank transfer,Pune,Paid electricity bill,2020.0,7.0,5.0,Sunday,Income
T03533,U128,,Income,Other income,59946.0,UPI,Jaipur,gOJkVNnmO,,,,,Income
T05723,U146,,Expense,Food,889.0,Bank transfer,,Uber to office,,,,,Expense
T01337,U017,,Income,Salary,70599.0,Bank transfer,hyderabad,Doctor visit,,,,,Income
T13822,U001,,Expense,Others,45.0,Bank transfer,Hyderabad,FAc8Majts3PYDisN6R,,,,,Expense
T11618,U041,,Expense,Rent,44.0,Card,Bengaluru,Course fee via app,,,,,Expense
T08831,U123,,Income,Salary,38055.0,Cash,Delhi,Paid electricity bill,,,,,Income
T12987,U189,,Expense,Food,272.0,Cash,Chennai,Grocery shopping,,,,,Expense
T05611,U086,,Expense,Food,50.0,Cash,Hyderabad,,,,,,Expense
T01433,U185,2019-01-13,Expense,Rent,1658.0,Card,Kolkata,Grocery shopping,2019.0,1.0,13.0,Sunday,Expense
T13333,U123,,Expense,Rent,283.0,Bank transfer,Jaipur,Doctor visit,,,,,Expense
T12557,U150,,Expense,Utilities,107.0,UPI,Kolkata,Course fee,,,,,Expense
T13538,U180,,Expense,Rent,328.0,Bank transfer,Pune,Dinner at resto,,,,,Expense
T05715,U072,,Expense,Travel,946.0,UPI,Delhi,Netflix subscription,,,,,Expense
T08149,U039,,Expense,Education,115.0,Bank transfer,Kolkata,Salary,,,,,Expense
T12964,U078,,Expense,Rent,2270.0,Cash,Jaipur,Doctor visit,,,,,Expense
T01059,U072,,Expense,Education,159.0,Card,Delhi,Uber to office ,,,,,Expense
T01725,U180,,Expense,Savings,954.0,UPI,Pune,Uber to office,,,,,Expense
T00636,U190,,Expense,Food,1109.0,Card,Ahmedabad,8cH8b8te9xxYa,,,,,Expense
T08394,U095,,Expense,Rent,1109.0,Card,Lucknow,Uber to office,,,,,Expense
T05688,U171,,Expense,Food,225.0,UPI,Lucknow,Netflix subscription,,,,,Expense
T00513,U062,,Expense,Rent,376.0,UPI,Ahmedabad,Grocery shopping late,,,,,Expense
T12591,U007,,Expense,Savings,233.0,UPI,Lucknow,Dinner at resto,,,,,Expense
T06989,U089,,Expense,Rent,2028.0,Cash,Pune,Monthly rent late,,,,,Expense
T02687,U138,,Expense,Rent,108.0,Card,Jaipur,Monthly rent,,,,,Expense
T05284,U175,2020-09-25,Income,Salary,80297.0,Cash,Bengaluru,Netflix subscription,2020.0,9.0,25.0,Friday,Income
T07158,U048,,Expense,Food,511.0,Cash,Chennai,Monthly rent,,,,,Expense
T12500,U139,,Expense,Rent,238.0,Bank transfer,Jaipur,,,,,,Expense
T12160,U184,2019-10-03,Income,Other income,68098.0,UPI,Ahmedabad,,2019.0,10.0,3.0,Thursday,Income
T13245,U174,,Expense,Food,314.0,UPI,CHENNAI,Uber to office ,,,,,Expense
T02437,U115,,Expense,Rent,1079.0,Bank transfer,Ahmedabad,Dinner at resto late,,,,,Expense
T06948,U123,,Income,Other income,48600.0,Card,Bengaluru,,,,,,Income
T08509,U059,,Expense,Rent,268.0,Card,Bengaluru,Monthly rent,,,,,Expense
T14732,U093,,Income,Salary,58949.0,Card,Hyderabad,Course fee,,,,,Income
T00961,U033,,Expense,Rent,2384.0,Cash,KOLKATA,Paid electricity bill cash,,,,,Expense
T04670,U014,,Expense,Utilities,341.0,Cash,Lucknow,Gift,,,,,Expense
T08800,U157,,Expense,Rent,1474.0,Cash,Hyderabad,Netflix subscription,,,,,Expense
T05658,U117,,Expense,Food,423.0,UPI,Pune,Salary,,,,,Expense
T01432,U057,,Income,Other inncome,72940.0,Cash,Kolkata,Doctor visit,,,,,Income
T11715,U109,,Expense,Food,377.0,Card,Chennai,Grocery shopping,,,,,Expense
T11626,U050,,Expense,Savings,6393.0,Card,lucknow,Paid electricity bill via app,,,,,Expense
T02427,U032,2022-10-13,Income,Salary,51965.0,Cash,Hyderabad,Gift,2022.0,10.0,13.0,Thursday,Income
T04220,U031,,Expense,Rent,420.0,Nan,HYDERABAD,Paid electricity bill,,,,,Expense
T04208,U101,2021-04-04,Expense,Food,1333.0,Card,Hyderabad,Course fee,2021.0,4.0,4.0,Sunday,Expense
T03402,U079,,Expense,Food,1315.0,Card,Bengaluru,Uber to office ,,,,,Expense
T06527,U082,,Expense,Ohers,,Bank transfer,Mumbai,Paid electricity bill,,,,,Expense
T06357,U098,2022-05-26,Expense,Food,1017.0,UPI,Bengaluru,Grocery shopping,2022.0,5.0,26.0,Thursday,Expense
T00892,U014,,Expense,Savings,436.0,Card,Bengaluru,,,,,,Expense
T10215,U088,,Expense,Entertainment,4299.0,Cash,Chennai,Gift,,,,,Expense
T14414,U099,,Expense,Education,2338.0,Bank transfer,Lucknow,Doctor visit,,,,,Expense
T01622,U073,,Expense,Food,74.0,Card,Hyderabad,Dinner at resto,,,,,Expense
T05194,U176,2019-02-27,Income,Other income,85604.0,UPI,Mumbai,Uber to office via app,2019.0,2.0,27.0,Wednesday,Income
T08386,U029,2021-03-28,Expense,Food,227.0,Bank transfer,Jaipur,Paid electricity bill,2021.0,3.0,28.0,Sunday,Expense
T01605,U091,,Expense,Fodo,318.0,UPI,Hyderabad,Monthly rent,,,,,Expense
T13913,U083,,Expense,Food,110.0,UPI,Hyderabad,Monthly rent,,,,,Expense
T08308,U076,,Expense,Travel,33.0,Card,ahmedabad,o6y9bmIpeKgEE5X7B2E1,,,,,Expense
T05127,U013,,Income,Salary,66088.0,Nan,Lucknow,,,,,,Income
T12928,U069,,Expense,Rent,2720.0,Bank transfer,Pune,Netflix subscription,,,,,Expense
T02043,U064,,Expense,Food,1553.0,Card,Chennai,Salary,,,,,Expense
T07755,U027,,Expense,Entertainment,20117.0,Cash,Hyderabad,Doctor visit,,,,,Expense
T04018,U044,,Income,Salary,77761.0,Cash,Chennai,Grocery shopping,,,,,Income
T00335,U173,,Income,Bonus,56532.0,Cash,Hyderabad,,,,,,Income
T13057,U036,,Income,Salary,82873.0,Bank transfer,Pune,Dinner at resto,,,,,Income
